"","player_name","team_name","games","time","goals","assists","shots","key_passes","xG","xA","npxG","npxG90","xA90","npxG_plus_xA90"
"165","Mateo Kovacic","Manchester City",12,678,0,0,10,7,0.872671231627464,0.716142249293625,0.872671231627464,0.115841313932849,0.0950631304372069,0.210904444370056
"166","Iyenoma Destiny Udogie","Tottenham",15,1271,1,2,4,11,1.54832342267036,1.39962580148131,1.54832342267036,0.109637378473905,0.0991080425911232,0.208745421065028
"167","Alfie Doughty","Luton",17,1250,1,3,10,31,0.640873979777098,2.24272547289729,0.640873979777098,0.046142926543951,0.161476234048605,0.207619160592556
"168","Virgil van Dijk","Liverpool",17,1467,1,2,21,7,1.94473261386156,1.42979624541476,1.94473261386156,0.11930874931666,0.0877175610683904,0.207026310385051
"169","Benoit Badiashile Mukinayi","Chelsea",5,369,0,1,2,3,0.312465477734804,0.535711112432182,0.312465477734804,0.07621109213044,0.130661246934679,0.206872339065119
"170","James McAtee","Sheffield United",15,1017,1,2,12,14,1.1570046544075,1.16305565368384,1.1570046544075,0.102389792425443,0.102925279087066,0.205315071512508
"171","Malo Gusto","Chelsea",11,612,0,2,6,5,0.499594885855913,0.86217475682497,0.499594885855913,0.0734698361552813,0.126790405415437,0.200260241570718
"172","Pelly Ruddock Mpanzu","Luton",16,727,0,0,9,4,1.1216421527788,0.492327891290188,1.1216421527788,0.138855287139054,0.0609484322092392,0.199803719348293
"173","Sven Botman","Newcastle United",8,587,1,1,6,3,0.362814661115408,0.9268479347229,0.362814661115408,0.055627460818376,0.142106156942182,0.197733617760558
"174","Reece Burke","Luton",8,612,0,1,5,6,0.627458799630404,0.683080842718482,0.627458799630404,0.092273352886824,0.100453065105659,0.192726417992483
"175","Vitalii Mykolenko","Everton",13,1170,2,0,16,5,1.6171396560967,0.884065574035048,1.6171396560967,0.124395358161284,0.0680050441565422,0.192400402317827
"176","Ben White","Arsenal",17,1321,1,1,5,15,1.038440246135,1.76704744249582,1.038440246135,0.0707491462166159,0.120389303425151,0.191138449641767
"177","Ethan Pinnock","Brentford",17,1530,1,0,12,3,2.73978200927377,0.474594429135323,2.73978200927377,0.161163647604339,0.0279173193609013,0.189080966965241
"178","Tahith Chong","Luton",14,670,1,0,11,1,1.38935505971313,0.0156517792493105,1.38935505971313,0.186629784140569,0.00210247780960887,0.188732261950178
"179","Rico Henry","Brentford",5,401,0,1,2,4,0.0453700954094529,0.790493458509445,0.0453700954094529,0.0101828144310493,0.177417484453491,0.187600298884541
"180","Mario Lemina","Wolverhampton Wanderers",16,1402,3,0,25,4,2.67242924962193,0.235352318733931,2.67242924962193,0.17155394612409,0.0151082087632338,0.186662154887323
"181","Oleksandr Zinchenko","Arsenal",17,1148,1,1,13,17,0.438051707111299,1.94087482057512,0.438051707111299,0.0343420327874712,0.15215917582906,0.186501208616531
"182","Jean-Ricner Bellegarde","Wolverhampton Wanderers",9,469,1,1,6,6,0.316716451197863,0.639949057251215,0.316716451197863,0.060777144153108,0.122804723139892,0.183581867293
"183","Sasa Lukic","Fulham",11,367,0,0,5,2,0.635502735152841,0.110036060214043,0.635502735152841,0.15584535739443,0.0269843199434982,0.182829677337928
"184","Raphael Varane","Manchester United",10,518,1,0,5,1,0.97059953212738,0.0810448750853539,0.97059953212738,0.168636984346456,0.0140811559028607,0.182718140249317
"185","Bénie Traoré","Sheffield United",8,360,0,0,1,4,0.321222692728043,0.395326912403107,0.321222692728043,0.0803056731820107,0.0988317281007767,0.179137401282787
"186","Vitaly Janelt","Brentford",17,1409,0,1,8,21,0.738495112396777,2.06457914784551,0.738495112396777,0.0471714408202341,0.131875176228599,0.179046617048833
"187","Kenny Tete","Fulham",8,620,1,0,3,2,1.12572149187326,0.0817978987470269,1.12572149187326,0.163411184304184,0.0118738885277942,0.175285072831978
"188","Willy Boly","Nottingham Forest",14,1011,1,0,11,5,1.32437406852841,0.616893846541643,1.32437406852841,0.117896801352678,0.0549163661609771,0.172813167513655
"189","Billy Gilmour","Brighton",17,1108,0,1,16,16,0.483023299369961,1.6185026075691,0.483023299369961,0.0392347445336611,0.131466818304349,0.17070156283801
"190","Ashley Young","Everton",15,1225,0,0,7,13,0.290574617683887,2.02693253662437,0.290574617683887,0.0213483392584081,0.148917492486689,0.170265831745097
"191","Nathan Collins","Brentford",13,1007,1,1,5,3,0.918117681518197,0.983957104384899,0.918117681518197,0.0820561979509809,0.0879405555060983,0.169996753457079
"192","Joachim Andersen","Crystal Palace",18,1620,2,1,13,13,1.66209390759468,1.38425383344293,1.66209390759468,0.0923385504219267,0.0769029907468292,0.169241541168756
"193","Chris Basham","Sheffield United",8,298,0,0,2,2,0.409136772155762,0.142877459526062,0.409136772155762,0.123564796959794,0.0431509105951194,0.166715707554913
"194","Rayan Ait Nouri","Wolverhampton Wanderers",15,1021,0,0,8,12,1.11665717884898,0.755759350955486,1.11665717884898,0.0984320725723882,0.0666193355396609,0.165051408112049
"195","Lucas Digne","Aston Villa",18,1547,0,2,12,29,0.48516078107059,2.34507405385375,0.48516078107059,0.0282252555244687,0.13642964760623,0.164654903130699
"196","Jacob Ramsey","Aston Villa",9,373,1,0,6,2,0.504400916397572,0.165514960885048,0.504400916397572,0.121705314948476,0.0399365857363386,0.161641900684814
"197","Christian Eriksen","Manchester United",13,689,1,1,7,9,0.33792666066438,0.898034731857479,0.33792666066438,0.044141363512038,0.11730497223102,0.161446335743058
"198","Mads Andersen","Luton",8,390,1,0,3,0,0.69393415004015,0,0.69393415004015,0.160138650009265,0,0.160138650009265
"199","Konstantinos Tsimikas","Liverpool",10,660,0,3,2,15,0.0386355575174093,1.11218881886452,0.0386355575174093,0.00526848511601036,0.151662111663344,0.156930596779355
"200","Declan Rice","Arsenal",18,1576,3,1,24,12,1.10630055796355,1.62211558781564,1.10630055796355,0.0631770623202535,0.0926335043803349,0.155810566700588
"201","Adam Lallana","Brighton",12,509,0,1,2,8,0.146698579192162,0.723575564101338,0.146698579192162,0.0259388450438007,0.127940669487467,0.153879514531267
"202","Antonee Robinson","Fulham",18,1587,0,3,8,15,0.538454392924905,2.15307100117207,0.538454392924905,0.0305361659503727,0.122102325208246,0.152638491158618
"203","Marc Cucurella","Chelsea",9,708,0,0,4,6,0.969254916533828,0.228753631934524,0.969254916533828,0.123210370745826,0.0290788515171005,0.152289222262926
"204","Tom Lockyer","Luton",14,1185,1,1,7,3,1.61942542344332,0.375797882676125,1.61942542344332,0.12299433595772,0.0285416113424905,0.151535947300211
"205","Idrissa Gueye","Everton",14,1029,1,0,15,9,1.04730018414557,0.672702459618449,1.04730018414557,0.0916005991964055,0.0588369498208556,0.150437549017261
"206","Hugo Bueno","Wolverhampton Wanderers",10,364,0,0,4,2,0.250466560944915,0.349241368472576,0.250466560944915,0.0619285452885778,0.0863508878091534,0.148279433097731
"207","Sander Berge","Burnley",19,1427,1,1,13,11,1.5119559019804,0.836094260215759,1.5119559019804,0.0953581157520925,0.0527319435314775,0.14809005928357
"208","James Milner","Brighton",11,531,0,1,2,9,0.0589195918291807,0.810803174972534,0.0589195918291807,0.00998637149647131,0.137424266944497,0.147410638440969
"209","Alex Scott","Bournemouth",5,332,0,1,2,3,0.0823033787310123,0.455348238348961,0.0823033787310123,0.022311156884913,0.123437775456044,0.145748932340957
"210","Ryan Yates","Nottingham Forest",16,775,0,0,10,3,0.84166762791574,0.340349122881889,0.84166762791574,0.0977420471127956,0.0395244142701549,0.137266461382951
"211","Lewis Dunk","Brighton",15,1337,1,0,19,5,1.81936212070286,0.211672506295145,1.81936212070286,0.122470150234299,0.0142487102218123,0.136718860456111
"212","Murillo","Nottingham Forest",13,1153,0,1,7,5,0.695825124159455,1.03386708721519,0.695825124159455,0.0543141900905039,0.0807008133992772,0.135015003489781
"213","Aaron Wan-Bissaka","Manchester United",10,704,0,1,1,4,0.022585567086935,1.03271673619747,0.022585567086935,0.00288735942872749,0.132023446388881,0.134910805817609
"214","Josko Gvardiol","Manchester City",13,1068,0,0,10,7,0.943789455108345,0.558733670040965,0.943789455108345,0.0795328192507032,0.04708429803716,0.126617117287863
"215","Callum Hudson-Odoi","Nottingham Forest",10,459,1,0,5,8,0.219582386314869,0.414624757133424,0.219582386314869,0.0430553698656606,0.0812989719869459,0.124354341852607
"216","Lewis Cook","Bournemouth",13,1004,0,1,2,15,0.0861985236406326,1.29209215007722,0.0861985236406326,0.00772695929049496,0.115824993532819,0.123551952823314
"217","Levi Colwill","Chelsea",17,1375,1,1,10,6,0.704984836280346,1.18061297759414,0.704984836280346,0.0461444620110772,0.0772764858061617,0.123420947817239
"218","Anel Ahmedhodzic","Sheffield United",14,1210,1,0,11,1,1.62312154471874,0.0165072288364172,1.62312154471874,0.120728048780733,0.00122781040932029,0.121955859190053
"219","Vladimir Coufal","West Ham",18,1619,0,5,2,20,0.0362556017935276,2.15578424092382,0.0362556017935276,0.00201544420099906,0.119839766326834,0.121855210527833
"220","Gabriel","Arsenal",16,1279,1,0,11,3,0.85222640261054,0.874785935506225,0.85222640261054,0.0599690197302179,0.0615564770880064,0.121525496818224
"221","Pau Torres","Aston Villa",17,1494,2,0,9,7,1.41905813291669,0.593196582980454,1.41905813291669,0.0854854296937764,0.0357347339144852,0.121220163608262
"222","Emerson","West Ham",17,1480,0,1,10,12,0.859115095809102,1.12840123381466,0.859115095809102,0.0522434855559589,0.0686189939481886,0.120862479504147
"223","Luke Shaw","Manchester United",8,701,0,0,2,11,0.0712745040655136,0.863573800772429,0.0712745040655136,0.00915079224806879,0.110872527916574,0.120023320164643
"224","Ben Davies","Tottenham",12,703,0,0,7,1,0.859859630465508,0.0627209767699242,0.859859630465508,0.110081602762298,0.00802971253100025,0.118111315293299
"225","Rúben Dias","Manchester City",15,1271,0,0,10,3,1.24802618101239,0.41293038148433,1.24802618101239,0.088373215020547,0.0292397595071516,0.117612974527699
"226","Takehiro Tomiyasu","Arsenal",12,569,1,1,8,1,0.383670017123222,0.352029085159302,0.383670017123222,0.060685942954464,0.0556812261236154,0.116367169078079
"227","James Tarkowski","Everton",18,1620,1,1,12,10,1.05128371343017,1.00657183211297,1.05128371343017,0.0584046507461203,0.0559206573396093,0.11432530808573
"228","Ibrahim Sangare","Nottingham Forest",11,853,0,0,6,6,0.754687018692493,0.299157796427608,0.754687018692493,0.0796270007999114,0.0315641285797007,0.111191129379612
"229","Tyrick Mitchell","Crystal Palace",17,1450,1,1,3,9,0.461045887321234,1.32568704895675,0.461045887321234,0.0286166412820076,0.0822840237283501,0.110900665010358
"230","Hannes Delcroix","Burnley",8,302,0,0,4,3,0.23279432207346,0.136727083474398,0.23279432207346,0.0693757913463953,0.0407464818301185,0.110122273176514
"231","Nicolás Domínguez","Nottingham Forest",10,688,1,0,10,2,0.796685302630067,0.0395376272499561,0.796685302630067,0.104217554123119,0.00517207333211635,0.109389627455236
"232","Naif Aguerd","West Ham",16,1426,1,0,12,3,1.48773628845811,0.240893168374896,1.48773628845811,0.093896399692307,0.0152036361526933,0.109100035845
"233","Valentino Livramento","Newcastle United",13,585,0,0,1,5,0.0243731122463942,0.681523833423853,0.0243731122463942,0.00374970957636833,0.104849820526747,0.108599530103115
"234","Saman Ghoddos","Brentford",12,494,1,0,6,6,0.22106078080833,0.3468371424824,0.22106078080833,0.0402742313213556,0.0631889530838381,0.103463184405194
"235","Toti","Wolverhampton Wanderers",15,1106,0,1,5,1,1.01913817226887,0.23832979798317,1.01913817226887,0.0829316776710652,0.019393925694833,0.102325603365898
"236","Diogo Dalot","Manchester United",17,1461,1,1,12,20,0.480324900709093,1.16408660635352,0.480324900709093,0.0295888029184246,0.0717096472086358,0.10129845012706
"237","Joseph Gomez","Liverpool",16,817,0,0,11,10,0.521905113942921,0.394653607159853,0.521905113942921,0.0574926074110929,0.0434746935671809,0.100967300978274
"238","George Baldock","Sheffield United",10,746,0,1,1,6,0.024696996435523,0.786830987781286,0.024696996435523,0.00297953040106846,0.094925990482997,0.0979055208840655
"239","Kyle Walker","Manchester City",17,1530,0,1,7,15,0.174645659513772,1.47106274496764,0.174645659513772,0.0102732740890454,0.0865331026451553,0.0968063767342006
"240","Jamaal Lascelles","Newcastle United",13,1039,1,0,6,2,1.07592798769474,0.0364065654575825,1.07592798769474,0.0931987669802951,0.00315360047274535,0.0963523674530405
"241","Will Hughes","Crystal Palace",14,974,0,0,3,12,0.118658446706831,0.903912704437971,0.118658446706831,0.0109643328579208,0.0835237611903669,0.0944880940482877
"242","Josh Brownhill","Burnley",18,1408,3,0,16,16,0.715365974232554,0.74139453843236,0.715365974232554,0.0457265182392968,0.0473902758941139,0.0931167941334107
"243","Curtis Jones","Liverpool",11,477,0,1,6,2,0.310206167399883,0.181538887321949,0.310206167399883,0.0585294655471478,0.0342526202494243,0.0927820857965721
"244","William Saliba","Arsenal",18,1620,1,1,5,2,1.58480393048376,0.0804478973150253,1.58480393048376,0.0880446628046532,0.00446932762861252,0.0925139904332658
"245","Yves Bissouma","Tottenham",15,1243,0,0,18,6,0.986928947269916,0.287088379263878,0.986928947269916,0.0714590549109352,0.020786769214601,0.0922458241255362
"246","Cheick Oumar Doucoure","Crystal Palace",11,926,0,0,6,10,0.198884927667677,0.736156518571079,0.198884927667677,0.0193300685638131,0.0715486897099321,0.0908787582737452
"247","Cristian Romero","Tottenham",15,1176,3,0,10,5,0.953268084675074,0.23308596201241,0.953268084675074,0.0729541901537046,0.0178382113785008,0.0907924015322054
"248","Harry Maguire","Manchester United",11,831,0,1,7,2,0.359207136556506,0.476921860128641,0.359207136556506,0.0389032999880693,0.0516521870175424,0.0905554870056116
"249","Adam Smith","Bournemouth",10,648,0,2,0,6,0,0.643781751394272,0,0,0.0894141321380933,0.0894141321380933
"250","Marcos Senesi","Bournemouth",16,1109,2,2,3,8,0.759881652891636,0.339360596612096,0.759881652891636,0.0616675822905746,0.027540535342731,0.0892081176333056
"251","Ben Mee","Brentford",9,686,1,0,6,5,0.450947776436806,0.224840583279729,0.450947776436806,0.0591622447220299,0.0294980357072531,0.088660280429283
"252","João Gomes","Wolverhampton Wanderers",16,1235,0,0,10,8,0.301052058115602,0.899990765377879,0.301052058115602,0.021939016380894,0.0655863715659993,0.0875253879468933
"253","Serge Aurier","Nottingham Forest",12,843,0,2,6,3,0.204267621040344,0.600338395684958,0.204267621040344,0.0218079310719229,0.0640930671549777,0.0859009982269005
"254","Charlie Taylor","Burnley",15,1350,1,1,7,7,0.155873754061759,1.07174914516509,0.155873754061759,0.0103915836041172,0.0714499430110057,0.081841526615123
"255","Max Aarons","Bournemouth",12,960,0,1,1,6,0.0223495960235596,0.841499071568251,0.0223495960235596,0.00209527462720871,0.0788905379595235,0.0809858125867322
"256","Luke Thomas","Sheffield United",11,850,0,0,6,2,0.685700803995132,0.0699961539357901,0.685700803995132,0.0726036145406611,0.00741135747555424,0.0800149720162153
"257","Ibrahima Konaté","Liverpool",13,766,0,0,7,4,0.315173418261111,0.359368899837136,0.315173418261111,0.0370308193779373,0.0422234999808646,0.0792543193588019
"258","Boubacar Kamara","Aston Villa",16,1370,0,1,5,19,0.143527294509113,1.0398956919089,0.143527294509113,0.00942880036921179,0.0683143155268618,0.0777431158960736
"259","João Palhinha","Fulham",16,1342,2,1,17,4,0.90287162642926,0.25625748001039,0.90287162642926,0.0605502581062842,0.0171856730260321,0.0777359311323163
"260","Manuel Akanji","Manchester City",13,1081,2,0,7,5,0.72940669208765,0.203192494809628,0.72940669208765,0.0607276616909237,0.0169170439711993,0.077644705662123
"261","Ezri Konsa Ngoyo","Aston Villa",19,1681,0,0,10,4,1.353759072721,0.0960025293752551,1.353759072721,0.0724796648095719,0.0051399331610785,0.0776195979706504
"262","Scott McKenna","Nottingham Forest",5,420,0,0,2,3,0.170083753764629,0.190442383289337,0.170083753764629,0.0364465186638491,0.0408090821334294,0.0772556007972785
"263","Mason Mount","Manchester United",8,401,0,0,3,5,0.171554282307625,0.171987895853817,0.171554282307625,0.0385034548820106,0.0386007746305326,0.0771042295125431
"264","Jayden Bogle","Sheffield United",15,1147,1,0,10,2,0.823936961591244,0.153160363435745,0.823936961591244,0.0646506770211089,0.0120178140446531,0.076668491065762
"265","Josh Cullen","Burnley",11,851,0,1,3,6,0.0986861009150744,0.62070987187326,0.0986861009150744,0.0104368379346142,0.0656449923250216,0.0760818302596358
"266","Tim Ream","Fulham",13,1146,1,0,1,0,0.960849940776825,0,0.960849940776825,0.0754594194327349,0,0.0754594194327349
"267","Jarrad Branthwaite","Everton",15,1350,0,0,5,3,0.283990046009421,0.838680152315646,0.283990046009421,0.0189326697339614,0.0559120101543764,0.0748446798883378
"268","Kurt Zouma","West Ham",16,1418,1,0,9,1,1.12129803281277,0.0395787581801414,1.12129803281277,0.0711684223929123,0.00251205094232209,0.0736804733352344
"269","Danilo","Nottingham Forest",12,571,0,0,5,2,0.389891537837684,0.0748718902468681,0.389891537837684,0.0614540077152217,0.0118011735940773,0.073255181309299
"270","Craig Dawson","Wolverhampton Wanderers",17,1494,0,0,11,5,0.819863084703684,0.38702192902565,0.819863084703684,0.0493893424520291,0.0233145740376898,0.0727039164897189
"271","Carlos Baleba","Brighton",11,530,0,0,8,5,0.291048604995012,0.136484540533274,0.291048604995012,0.049423348018021,0.023176620090556,0.072599968108577
"272","Ben Osborn","Sheffield United",8,283,0,0,1,3,0.112549036741257,0.114611927419901,0.112549036741257,0.0357929798823785,0.0364490228543854,0.0722420027367639
"273","Harrison Reed","Fulham",16,761,0,1,3,9,0.0719906883314252,0.533869920298457,0.0719906883314252,0.00851401044655488,0.0631383611391079,0.0716523715856628
"274","Timothy Castagne","Fulham",16,1178,0,0,6,10,0.350846782326698,0.581373297609389,0.350846782326698,0.0268049324358258,0.0444173147579329,0.0712222471937588
"275","Dara O&#039;Shea","Burnley",15,1299,0,2,8,6,0.517439247108996,0.507701189257205,0.517439247108996,0.0358502942569743,0.0351756020270581,0.0710258962840324
"276","Emerson","Tottenham",13,583,1,0,3,1,0.0715288538485765,0.384427726268768,0.0715288538485765,0.0110421901309981,0.059345618120393,0.0703878082513911
"277","Marc Guehi","Crystal Palace",17,1530,0,0,5,3,0.488894015550613,0.695208990946412,0.488894015550613,0.0287584715029773,0.0408946465262595,0.0696531180292368
"278","Moisés Caicedo","Chelsea",15,1185,0,0,6,8,0.148227707482874,0.758889129385352,0.148227707482874,0.0112578005683196,0.0576371490672419,0.0688949496355615
"279","Ryan John Giles","Luton",11,492,0,0,2,5,0.147144287824631,0.226076139137149,0.147144287824631,0.0269166380167007,0.041355391305576,0.0682720293222768
"280","Joel Matip","Liverpool",10,798,0,0,5,2,0.55475003644824,0.0490581784397364,0.55475003644824,0.062565793584388,0.00553287726763944,0.0680986708520274
"281","Max Kilman","Wolverhampton Wanderers",18,1620,0,0,4,9,0.696006113663316,0.508888852782547,0.696006113663316,0.0386670063146287,0.0282716029323637,0.0669386092469924
"282","Axel Disasi","Chelsea",16,1420,1,0,8,2,0.875733565539122,0.157361708581448,0.875733565539122,0.0555042400693809,0.009973629417134,0.0654778694865149
"283","Oliver Norwood","Sheffield United",17,1185,1,0,15,14,0.986426271498203,0.623474110849202,0.225294250994921,0.0171109557717661,0.0473524641151292,0.0644634198868954
"284","Amari&#039;i Bell","Luton",13,1089,0,0,2,6,0.499377933796495,0.275530063547194,0.499377933796495,0.0412709036195451,0.0227710796319995,0.0640419832515446
"285","Albert Sambi Lokonga","Luton",5,326,0,1,3,2,0.0908014811575413,0.140360236167908,0.0908014811575413,0.0250678935711004,0.0387497584512629,0.0638176520223632
"286","Fabian Schär","Newcastle United",19,1633,0,0,18,3,0.737969530746341,0.390841143205762,0.737969530746341,0.0406719275977775,0.0215405406543286,0.0622124682521061
"287","Louis Beyer","Burnley",14,1236,0,1,5,3,0.426903713494539,0.411100629717112,0.426903713494539,0.0310852218563985,0.0299345118726052,0.0610197337290037
"288","Micky van de Ven","Tottenham",11,945,1,0,5,0,0.636803861707449,0,0.636803861707449,0.0606479868292809,0,0.0606479868292809
"289","Joël Veltman","Brighton",16,883,0,1,3,2,0.137234281748533,0.434379175305367,0.137234281748533,0.0139876391363171,0.0442742081285198,0.0582618472648369
"290","Alexis Mac Allister","Liverpool",14,1135,1,1,8,8,0.184342922642827,0.512826887890697,0.184342922642827,0.0146175004738806,0.0406646871455178,0.0552821876193983
"291","Thiago Silva","Chelsea",17,1530,1,0,6,5,0.209609657526016,0.707253617234528,0.209609657526016,0.0123299798544715,0.0416031539549722,0.0539331338094438
"292","Milos Kerkez","Bournemouth",15,1176,0,1,4,5,0.210102077573538,0.484698453918099,0.210102077573538,0.0160792406306279,0.0370942694325076,0.0531735100631355
"293","Joel Ward","Crystal Palace",16,1342,0,1,9,2,0.686183888465166,0.0965822115540504,0.686183888465166,0.0460182935632377,0.00647719749617328,0.0524954910594109
"294","Nélson Semedo","Wolverhampton Wanderers",17,1506,0,1,8,8,0.46525633148849,0.381676808930933,0.46525633148849,0.027804163236364,0.0228093710516494,0.0506135342880134
"295","Konstantinos Mavropanos","West Ham",5,311,0,0,2,1,0.101897969841957,0.0721744298934937,0.101897969841957,0.0294881584751644,0.0208864909659628,0.0503746494411272
"296","Mads Roerslev","Brentford",13,595,0,0,2,5,0.0421356335282326,0.262430801987648,0.0421356335282326,0.0063734571723377,0.0396954154267031,0.0460688725990408
"297","Joe Rothwell","Bournemouth",11,370,0,0,2,4,0.0497114863246679,0.137135162018239,0.0497114863246679,0.0120919831600544,0.0333572015720042,0.0454491847320586
"298","Diego Carlos","Aston Villa",13,788,0,0,4,3,0.319949559867382,0.0711218612268567,0.319949559867382,0.0365424624214015,0.00812305521626536,0.0446655176376669
"299","Igor Julio","Brighton",10,662,0,0,2,4,0.110229540616274,0.218150094151497,0.110229540616274,0.0149858892076505,0.0296578677849467,0.0446437569925972
"300","John Egan","Sheffield United",6,491,0,0,3,0,0.23835951462388,0,0.23835951462388,0.0436911533933793,0,0.0436911533933793
"301","Boubacar Traore","Wolverhampton Wanderers",11,357,0,0,4,2,0.0690235905349255,0.101836987771094,0.0690235905349255,0.017400905176872,0.0256731901943934,0.0430740953712654
"302","Joe Worrall","Nottingham Forest",7,440,0,0,2,2,0.0814925581216812,0.128578826785088,0.0814925581216812,0.0166689323430712,0.026300214569677,0.0429691469127482
"303","Ola Aina","Nottingham Forest",13,930,1,1,6,4,0.124965278431773,0.318522080779076,0.124965278431773,0.0120934140417845,0.0308247174947493,0.0429181315365338
"304","Adam Webster","Brighton",6,540,0,0,3,1,0.237023063004017,0.0188541635870933,0.237023063004017,0.0395038438340028,0.00314236059784889,0.0426462044318517
"305","Jan Paul van Hecke","Brighton",13,1015,0,0,7,3,0.372218396514654,0.104047853499651,0.372218396514654,0.0330045868830728,0.00922591804430403,0.0422305049273768
"306","Illia Zabarnyi","Bournemouth",18,1620,0,0,4,2,0.606190450489521,0.149131221696734,0.606190450489521,0.0336772472494178,0.0082850678720408,0.0419623151214586
"307","Gabriel Osho","Luton",8,688,1,0,1,0,0.318866044282913,0,0.318866044282913,0.0417121278858462,0,0.0417121278858462
"308","Teden Mengi","Luton",13,1033,1,0,7,0,0.473314446397126,0,0.473314446397126,0.0412374638680942,0,0.0412374638680942
"309","Pierre-Emile Højbjerg","Tottenham",17,571,0,0,6,2,0.120997712016106,0.140277456492186,0.120997712016106,0.0190714432249554,0.0221102821091011,0.0411817253340564
"310","Lloyd Kelly","Bournemouth",9,686,0,0,1,5,0.116049006581306,0.196584101766348,0.116049006581306,0.0152250883269936,0.0257909171413576,0.0410160054683512
"311","Victor Lindelöf","Manchester United",12,915,1,1,3,6,0.201724706217647,0.199633235111833,0.201724706217647,0.0198417743820636,0.0196360559126393,0.0394778302947029
"312","Jack Robinson","Sheffield United",18,1574,0,1,5,6,0.293274432420731,0.394853960722685,0.293274432420731,0.0167691860977546,0.0225774183386542,0.0393466044364088
"313","Wataru Endo","Liverpool",14,609,1,0,4,3,0.203474828973413,0.0600438080728054,0.203474828973413,0.0300701717694698,0.00887346917332099,0.0389436409427908
"314","Jorginho","Arsenal",11,379,0,0,3,3,0.0713825915008783,0.0892352219671011,0.0713825915008783,0.0169510111743511,0.0211904221030055,0.0381414332773566
"315","Marvelous Nakamba","Luton",13,1140,0,0,5,7,0.136416927911341,0.325817082077265,0.136416927911341,0.0107697574666848,0.0257224012166262,0.036492158683311
"316","Edson Álvarez","West Ham",15,1175,0,1,9,3,0.320529074408114,0.135839092545211,0.320529074408114,0.0245511631461534,0.0104046964502715,0.0349558595964249
"317","Auston Trusty","Sheffield United",14,1089,0,0,3,1,0.393822908401489,0.0227297097444534,0.393822908401489,0.032547347801776,0.00187848840863251,0.0344258362104085
"318","Orel Mangala","Nottingham Forest",17,1433,1,0,7,5,0.26397205516696,0.26646825298667,0.26397205516696,0.0165788450558453,0.0167356195176554,0.0333144645735008
"319","John Stones","Manchester City",7,374,0,0,0,3,0,0.136985316872597,0,0,0.0329643810655981,0.0329643810655981
"320","Moussa Niakhate","Nottingham Forest",13,884,0,0,4,3,0.212779961526394,0.0978621523827314,0.212779961526394,0.0216631182549496,0.0099633413059342,0.0316264595608838
"321","Vitinho","Burnley",13,1055,0,0,6,3,0.256260272115469,0.113102052360773,0.256260272115469,0.0218610658676703,0.00964851631513704,0.0315095821828074
"322","Sofyan Amrabat","Manchester United",10,615,0,0,2,4,0.057632016018033,0.152855239808559,0.057632016018033,0.00843395356361459,0.0223690594841794,0.030803013047794
"323","Connor Roberts","Burnley",11,753,0,1,0,6,0,0.247047703713179,0,0,0.0295276139896229,0.0295276139896229
"324","Ameen Al Dakhil","Burnley",11,875,0,0,5,1,0.20567899569869,0.0780938938260078,0.20567899569869,0.0211555538432939,0.00803251479353224,0.0291880686368261
"325","Aaron Hickey","Brentford",9,749,0,0,7,1,0.193487325683236,0.0474643521010876,0.193487325683236,0.0232494783865037,0.00570332668771413,0.0289528050742178
"326","Martin Dubravka","Newcastle United",6,453,0,0,0,1,0,0.120026402175426,0,0,0.0238463050679655,0.0238463050679655
"327","Jonny Evans","Manchester United",11,731,0,1,1,3,0.081758588552475,0.10613673273474,0.081758588552475,0.0100660368942856,0.0130674499947012,0.0231334868889868
"328","Tosin Adarabioyo","Fulham",7,452,1,0,2,1,0.0303216204047203,0.0720870271325111,0.0303216204047203,0.0060374907885505,0.0143536115971814,0.0203911023857319
"329","Issa Diop","Fulham",9,806,0,0,3,0,0.156098263338208,0,0.156098263338208,0.0174303271717602,0,0.0174303271717602
"330","Andre Brooks","Sheffield United",7,339,0,0,2,0,0.0599633641541004,0,0.0599633641541004,0.0159194772090532,0,0.0159194772090532
"331","Calvin Bassey","Fulham",14,1011,0,0,1,2,0.0621846131980419,0.105975404381752,0.0621846131980419,0.00553572224314913,0.00943401225950314,0.0149697345026523
"332","Vinicius Souza","Sheffield United",18,1432,0,0,6,1,0.168378531001508,0.042746014893055,0.168378531001508,0.0105824495741171,0.00268655121534563,0.0132690007894628
"333","Lisandro Martínez","Manchester United",5,386,0,1,0,3,0,0.0476659638807177,0,0,0.0111138257752969,0.0111138257752969
"334","Kobbie Mainoo","Manchester United",5,414,0,0,1,1,0.0341486632823944,0.0157478302717209,0.0341486632823944,0.00742362245269444,0.00342344136341758,0.010847063816112
"335","Chris Richards","Crystal Palace",9,555,0,0,0,1,0,0.0640058666467667,0,0,0.0103793297265027,0.0103793297265027
"336","Nathaniel Clyne","Crystal Palace",7,458,0,0,1,0,0.0418425016105175,0,0.0418425016105175,0.00822232564398816,0,0.00822232564398816
"337","Jordan Pickford","Everton",18,1620,0,0,0,4,0,0.13560392614454,0,0,0.00753355145247446,0.00753355145247446
"338","Odisseas Vlachodimos","Nottingham Forest",5,450,0,0,0,1,0,0.0326653309166431,0,0,0.00653306618332863,0.00653306618332863
