"","player_name","team_name","games","time","goals","assists","shots","key_passes","xG","xA","npxG","npxG90","xA90","npxG_plus_xA90"
"75","Matheus Cunha","Wolverhampton Wanderers",18,1543,5,3,41,17,4.78731629531831,2.32821921259165,4.78731629531831,0.279234262202623,0.135800213307355,0.415034475509978
"76","Raúl Jiménez","Fulham",16,1057,4,0,25,8,3.51842205971479,1.33114983513951,3.51842205971479,0.299581821546198,0.11334293771292,0.412924759259118
"77","Bobby Reid","Fulham",17,765,3,0,16,5,3.11115389782935,0.369422363117337,3.11115389782935,0.366018105626983,0.0434614544843926,0.409479560111375
"78","Kieran Trippier","Newcastle United",18,1589,0,7,6,53,0.248871576040983,6.97474317066371,0.248871576040983,0.0140959357103137,0.395045239370506,0.40914117508082
"79","Jordan Ayew","Crystal Palace",17,1385,2,3,30,13,3.03491581231356,3.12944264430553,3.03491581231356,0.197214745926513,0.203357283745486,0.400572029671998
"80","Rico Lewis","Manchester City",8,344,1,0,2,5,0.543982565402985,0.941203057765961,0.543982565402985,0.142321020018223,0.24624498604342,0.388566006061643
"81","Miguel Almirón","Newcastle United",19,1341,3,1,32,16,4.1840605083853,1.60445971786976,4.1840605083853,0.280809430092973,0.107681860259715,0.388491290352689
"82","Rasmus Højlund","Manchester United",15,1056,1,0,19,12,3.69496095553041,0.811963148415089,3.69496095553041,0.314911445073614,0.0692014046944678,0.384112849768082
"83","Philip Billing","Bournemouth",17,1140,2,2,23,18,2.45707860030234,2.36232043989003,2.45707860030234,0.193979889497553,0.186498982096581,0.380478871594134
"84","Kai Havertz","Arsenal",18,1091,4,1,25,15,4.18398883938789,1.15027798339725,3.42282000929117,0.282359120839785,0.0948900261280954,0.37724914696788
"85","Matthew Cash","Aston Villa",17,1281,2,1,23,7,3.61463157366961,1.75483936816454,3.61463157366961,0.253955379883111,0.123290822119288,0.377246202002399
"86","Martin Odegaard","Arsenal",15,1336,4,3,34,35,3.28458035923541,3.79356978833675,1.7622794713825,0.118716431455408,0.255554851010709,0.374271282466117
"87","Scott McTominay","Manchester United",16,1066,5,0,27,4,3.93583961389959,0.463624438270926,3.93583961389959,0.33229415126732,0.0391427762142433,0.371436927481563
"88","Simon Adingra","Brighton",17,1155,4,1,20,18,2.96836021915078,1.75140753388405,2.96836021915078,0.231300796297464,0.136473314328627,0.367774110626091
"89","Alex Iwobi","Fulham",15,1076,3,1,30,14,3.29190256260335,1.08967881742865,3.29190256260335,0.27534500988318,0.091144139004255,0.366489148887435
"90","Elijah Adebayo","Luton",18,720,4,0,15,11,2.24709564633667,0.659635914489627,2.24709564633667,0.280886955792084,0.0824544893112034,0.363341445103288
"91","Frank Onyeka","Brentford",15,685,0,1,16,8,1.08625359646976,1.66885820031166,1.08625359646976,0.142719450631063,0.219266040916861,0.361985491547924
"92","Tomas Soucek","West Ham",17,1354,4,1,23,6,4.77442104741931,0.632705176249146,4.77442104741931,0.317354427081047,0.0420557354966198,0.359410162577667
"93","Gabriel Martinelli","Arsenal",16,1202,2,2,28,26,2.77326259016991,2.02235103771091,2.77326259016991,0.207648613240675,0.1514239545707,0.359072567811375
"94","Dango Ouattara","Bournemouth",12,393,0,0,11,5,1.15114068891853,0.414503324776888,1.15114068891853,0.263620005095847,0.0949244255214247,0.358544430617271
"95","Rodri","Manchester City",14,1199,3,2,28,15,2.51705454103649,2.23736351728439,2.51705454103649,0.18893653769248,0.167942215642698,0.356878753335179
"96","Pedro Porro","Tottenham",17,1530,0,5,30,31,1.83952130004764,4.19669839553535,1.83952130004764,0.10820713529692,0.246864611502079,0.355071746798999
"97","Johann Berg Gudmundsson","Burnley",12,688,0,1,8,23,0.725194158032537,1.97948088496923,0.725194158032537,0.0948655148589074,0.258943720417487,0.353809235276394
"98","John McGinn","Aston Villa",19,1652,5,2,23,29,2.79849130660295,3.63955928757787,2.79849130660295,0.152460180141807,0.198281074989109,0.350741255130916
"99","Lucas Paquetá","West Ham",17,1506,2,5,21,26,2.48535845894367,4.09644083119929,1.72418962139636,0.103039220402173,0.244807220988005,0.347846441390178
"100","Cameron Archer","Sheffield United",16,1317,3,0,24,17,3.00774355605245,2.00208641216159,3.00774355605245,0.205540561917024,0.136816839099881,0.342357401016904
"101","Lyle Foster","Burnley",10,814,3,3,13,9,2.18921361118555,0.90631909109652,2.18921361118555,0.242050644971375,0.100207270514357,0.342257915485733
"102","Jacob Brown","Luton",17,974,2,0,22,8,2.83701819553971,0.842442538589239,2.83701819553971,0.262147471867119,0.0778437663994163,0.339991238266536
"103","Enzo Fernández","Chelsea",16,1281,2,0,30,14,4.73417160473764,1.61941999942064,3.21183394081891,0.225655780385403,0.113776580755549,0.339432361140952
"104","Jacob Bruun Larsen","Burnley",16,434,2,0,15,11,1.05512422509491,0.573602989315987,1.05512422509491,0.218804562807701,0.118949928659997,0.337754491467698
"105","Joelinton","Newcastle United",15,1067,2,1,15,18,2.05506361275911,1.92604317516088,2.05506361275911,0.173341823006861,0.162459124427816,0.335800947434676
"106","Andreas Pereira","Fulham",19,1380,1,4,18,37,1.26668976712972,3.87410266138613,1.26668976712972,0.0826102022041121,0.252658869220835,0.335269071424947
"107","Luca Koleosho","Burnley",15,1015,1,1,23,11,2.32437304221094,1.45664900541306,2.32437304221094,0.206102043151709,0.129160995553867,0.335263038705576
"108","Danny Welbeck","Brighton",10,477,2,0,12,7,1.06867866031826,0.706577192991972,1.06867866031826,0.201637483078916,0.133316451507919,0.334953934586835
"109","Casemiro","Manchester United",8,655,1,0,15,7,1.9023862760514,0.528318172320724,1.9023862760514,0.261396587549048,0.0725933366547559,0.333989924203804
"110","Morgan Gibbs-White","Nottingham Forest",19,1594,1,3,37,33,3.05748214200139,3.57061503268778,2.29631336405873,0.129653828585499,0.201603107240841,0.33125693582634
"111","Andros Townsend","Luton",10,575,1,2,11,8,1.12632369250059,0.988559188321233,1.12632369250059,0.176294143174006,0.15473100338941,0.331025146563416
"112","Willian","Fulham",15,1007,4,1,24,20,3.5891515975818,1.63533989433199,2.0668139224872,0.184720211543047,0.146157488073366,0.330877699616412
"113","Lewis Miley","Newcastle United",8,614,1,1,12,6,1.04033005982637,1.20904620736837,1.04033005982637,0.152491376847514,0.177221756780381,0.329713133627895
"114","Pape Sarr","Tottenham",16,1116,1,2,24,14,2.97754752077162,1.09654744900763,2.97754752077162,0.240124800062228,0.0884312458877121,0.32855604594994
"115","Evan Ferguson","Brighton",16,939,6,0,23,5,2.80430922470987,0.606390587985516,2.80430922470987,0.268783631761329,0.0581205036407842,0.326904135402113
"116","Mike Trésor","Burnley",12,363,0,0,5,7,0.66159885795787,0.649102685041726,0.66159885795787,0.164032774700298,0.160934550010345,0.324967324710643
"117","Wilson Odobert","Burnley",10,509,3,1,11,9,0.565360317006707,1.26721798069775,0.565360317006707,0.0999654784491231,0.224066047667579,0.324031526116702
"118","Sean Longstaff","Newcastle United",16,1072,2,1,17,11,2.44128551706672,1.41688078455627,2.44128551706672,0.204958672141795,0.118954543479538,0.323913215621333
"119","Mohammed Kudus","West Ham",15,870,6,1,20,11,1.7903366368264,1.33219756931067,1.7903366368264,0.185207238292386,0.137813541652827,0.323020779945213
"120","Kristoffer Ajer","Brentford",11,739,0,1,6,7,0.513616437092423,1.99880321323872,0.513616437092423,0.0625513928799974,0.2434266430196,0.305978035899597
"121","Bruno Guimarães","Newcastle United",18,1601,1,2,22,26,2.37695366889238,3.01540789753199,2.37695366889238,0.133620131293138,0.169510750017413,0.303130881310552
"122","Elliot Anderson","Newcastle United",9,395,0,1,7,6,0.709692776203156,0.620638135820627,0.709692776203156,0.161702151539959,0.14141122081989,0.303113372359849
"123","Michail Antonio","West Ham",12,859,2,2,9,6,1.91638543270528,0.952766828238964,1.91638543270528,0.200785435324186,0.0998242311309741,0.30060966645516
"124","Dominik Szoboszlai","Liverpool",19,1552,2,2,35,31,1.41461406741291,3.65663407929242,1.41461406741291,0.0820330322597694,0.212047079340411,0.29408011160018
"125","Harry Wilson","Fulham",19,1013,2,3,20,11,1.36914690770209,1.92574962601066,1.36914690770209,0.121641877288438,0.171093254038459,0.292735131326897
